paradero;servicio;distancia
PG287;227R;4148
PH195;227R;4692
PH196;227R;5120
PH197;227R;5470
PH198;227R;5636
PH199;227R;6196
PH200;227R;6722
PH201;227R;7001
PH202;227R;7369
PH203;227R;7814
PH204;227R;8261
PH205;227R;8610
PH206;227R;8851
PA146;227R;9298
PA147;227R;9554
PA148;227R;9880
PA149;227R;10302
PA206;227R;10615
PA207;227R;10895
PA208;227R;11156
PA209;227R;11507
PA210;227R;11844
PD207;227R;12113
PD208;227R;12608
PD328;227R;12680
PD329;227R;12951
PD330;227R;13302
PD331;227R;13515
PD332;227R;13888
PD333;227R;14168
PD334;227R;14695
PD335;227R;14919
PD336;227R;15359
PD337;227R;15577
PD338;227R;16004
PD339;227R;16408
PD340;227R;16612
PD341;227R;16997
PD342;227R;16997
PD343;227R;16997
PD344;227R;16997
PD345;227R;16997
PH1438;227RPM;-1
PH256;227RPM;-1
PH257;227RPM;-1
PH258;227RPM;-1
PH259;227RPM;-1
PG274;227RPM;-1
PG289;227RPM;-1
PG278;227RPM;-1
PG279;227RPM;-1
PG280;227RPM;-1
PG281;227RPM;-1
PG282;227RPM;-1
PG283;227RPM;-1
PG284;227RPM;-1
PG285;227RPM;-1
PG286;227RPM;-1
PG287;227RPM;-1
PH195;227RPM;-1
PH196;227RPM;-1
PH197;227RPM;-1
PH198;227RPM;-1
PH199;227RPM;-1
PH200;227RPM;-1
PH201;227RPM;-1
PH202;227RPM;-1
PH203;227RPM;-1
PH204;227RPM;-1
PH205;227RPM;-1
PH206;227RPM;-1
PA146;227RPM;-1
PA147;227RPM;-1
PA148;227RPM;-1
PA149;227RPM;-1
PA206;227RPM;-1
PA207;227RPM;-1
PA208;227RPM;-1
PA209;227RPM;-1
PA210;227RPM;-1
PD207;227RPM;-1
PD1315;227RPM;-1
PD347;227RPM;-1
PD348;227RPM;-1
PD349;227RPM;-1
PD111;227RPM;-1
PD429;227RPM;-1
PD112;227RPM;-1
PD350;227RPM;-1
PD351;227RPM;-1
PD352;227RPM;-1
PD353;227RPM;-1
PD354;227RPM;-1
PD355;227RPM;-1
PD356;227RPM;-1
PG1583;228I;30
PG290;228I;627
PG291;228I;892
PG292;228I;1251
PG293;228I;1501
PG294;228I;1821
PG295;228I;2154
PG296;228I;2440
PG297;228I;2768
PG298;228I;2995
PG299;228I;3392
PG300;228I;3525
PG301;228I;3823
PG302;228I;4200
PG303;228I;4415
PG304;228I;4636
PG305;228I;4893
PG306;228I;5158
PG150;228I;5390
PG151;228I;5667
PG152;228I;5888
PG153;228I;6110
PG887;228I;6449
PG962;228I;6737
PG1293;228I;6986
PG1294;228I;7097
PG1295;228I;7332
PG1296;228I;7682
PG967;228I;7956
PG968;228I;8350
PG359;228I;8490
PG360;228I;8670
PG969;228I;9111
PG970;228I;9456
PG971;228I;9713
PG536;228I;10097
PG1076;228I;10395
PG1774;228I;10618
PG1773;228I;10966
PG518;228I;11344
PG1218;228I;11729
PG204;228IPRN;-1
PG290;228IPRN;-1
PG291;228IPRN;-1
PG292;228IPRN;-1
PG293;228IPRN;-1
PG294;228IPRN;-1
PG295;228IPRN;-1
PG296;228IPRN;-1
PG297;228IPRN;-1
PG298;228IPRN;-1
PG299;228IPRN;-1
PG300;228IPRN;-1
PG301;228IPRN;-1
PG302;228IPRN;-1
PG303;228IPRN;-1
PG304;228IPRN;-1
PG305;228IPRN;-1
PG306;228IPRN;-1
PG150;228IPRN;-1
PG151;228IPRN;-1
PG152;228IPRN;-1
PG153;228IPRN;-1
PG887;228IPRN;-1
PG962;228IPRN;-1
PG1293;228IPRN;-1
PG1294;228IPRN;-1
PG1295;228IPRN;-1
PG1296;228IPRN;-1
PG967;228IPRN;-1
PG968;228IPRN;-1
PG359;228IPRN;-1
PG360;228IPRN;-1
PG969;228IPRN;-1
PG970;228IPRN;-1
PG971;228IPRN;-1
PG536;228IPRN;-1
PG1076;228IPRN;-1
PG1774;228IPRN;-1
PG1773;228IPRN;-1
PG518;228IPRN;-1
PG1218;228IPRN;-1
PG1205;228R;122
PG1206;228R;519
PG1778;228R;1026
PG367;228R;1217
PG1642;228R;1460
PG1024;228R;1753
PG521;228R;2162
PG1287;228R;2462
PG1288;228R;2737
PG941;228R;3149
PG371;228R;3228
PG372;228R;3363
PG942;228R;3620
PG943;228R;3897
PG944;228R;4186
PG1289;228R;4542
PG1290;228R;4879
PG949;228R;5186
PG950;228R;5393
PG233;228R;5713
PG159;228R;5974
PG160;228R;6314
PG161;228R;6518
PG162;228R;6694
PG307;228R;6986
PG308;228R;7282
PG309;228R;7453
PG310;228R;7667
PG311;228R;7984
PG312;228R;8055
PG313;228R;8294
PG314;228R;8562
PG315;228R;8833
PG316;228R;9209
PG317;228R;9544
PG318;228R;9832
PG1676;228R;10143
PG1675;228R;10384
PG1744;228R;10582
PG321;228R;10876
PG322;228R;11012
PG323;228R;11240
PG324;228R;11475
PG325;228R;11727
PG326;228R;11888
PG59;228R;12251
PG60;228R;12564
PG1583;228R;12852
PG1205;228RPRN;-1
PG1206;228RPRN;-1
PG1778;228RPRN;-1
PG367;228RPRN;-1
PG1642;228RPRN;-1
PG1024;228RPRN;-1
PG521;228RPRN;-1
PG1287;228RPRN;-1
PG1288;228RPRN;-1
PG941;228RPRN;-1
PG371;228RPRN;-1
PG372;228RPRN;-1
PG942;228RPRN;-1
PG943;228RPRN;-1
PG944;228RPRN;-1
PG1289;228RPRN;-1
PG1290;228RPRN;-1
PG949;228RPRN;-1
PG950;228RPRN;-1
PG233;228RPRN;-1
PG159;228RPRN;-1
PG160;228RPRN;-1
PG161;228RPRN;-1
PG162;228RPRN;-1
PG307;228RPRN;-1
PG308;228RPRN;-1
PG309;228RPRN;-1
PG310;228RPRN;-1
PG311;228RPRN;-1
PG312;228RPRN;-1
PG313;228RPRN;-1
PG314;228RPRN;-1
PG315;228RPRN;-1
PG316;228RPRN;-1
PG317;228RPRN;-1
PG318;228RPRN;-1
PG1676;228RPRN;-1
PG1675;228RPRN;-1
PG1744;228RPRN;-1
PG321;228RPRN;-1
PG322;228RPRN;-1
PG323;228RPRN;-1
PG324;228RPRN;-1
PG325;228RPRN;-1
PG326;228RPRN;-1
PG59;228RPRN;-1
PG60;228RPRN;-1
PG1573;228RPRN;-1
PA28;229I;284
PA215;229I;517
PA29;229I;835
PA196;229I;1066
PA197;229I;1341
PA55;229I;1581
PA627;229I;1737
PA56;229I;1984
PA57;229I;2187
PA58;229I;2653
PA694;229I;2895
PA60;229I;3321
PA61;229I;3707
PA62;229I;4065
PH110;229I;4505
PH111;229I;4984
PH112;229I;5207
PH113;229I;5660
PH114;229I;5924
PH115;229I;6277
PH117;229I;6753
PH118;229I;7020
PH119;229I;7315
PH120;229I;7547
PH121;229I;7815
PH122;229I;8221
PH123;229I;8494
PG1;229I;8961
PG2;229I;9180
PG3;229I;9591
PG4;229I;9850
PG5;229I;10139
PG6;229I;10423
PG7;229I;10739
PG212;229I;11391
PG213;229I;11734
PG214;229I;12154
PG215;229I;12540
PG216;229I;12958
PG1795;229I;13275
PG327;229I;13469
PG400;229I;13665
PG328;229I;13855
PG329;229I;14255
PG330;229I;14579
PG331;229I;14816
PG1690;229I;15054
PG333;229I;15343
PG1130;229I;15544
PG1131;229I;15784
PG1132;229I;16071
PG301;229I;16332
PG302;229I;16709
PG303;229I;16924
PG304;229I;17146
PG305;229I;17403
PG306;229I;17668
PG150;229I;17900
PG151;229I;18176
PG152;229I;18397
PG153;229I;18619
PG1757;229I;19048
PG1756;229I;19206
PG1779;229R;280
PG950;229R;486
PG233;229R;806
PG159;229R;1067
PG160;229R;1407
PG161;229R;1612
PG162;229R;1788
PG307;229R;2080
PG308;229R;2375
PG309;229R;2546
PG310;229R;2760
PG311;229R;3077
PG312;229R;3149
PG313;229R;3387
PG1083;229R;3750
PG1084;229R;3979
PG1085;229R;4130
PG334;229R;4304
PG105;229R;4768
PG335;229R;4948
PG336;229R;5202
PG1465;229R;5507
PG337;229R;5715
PG1097;229R;5909
PG340;229R;6099
PG341;229R;6301
PG338;229R;6768
PG339;229R;6962
PG199;229R;7257
PG200;229R;7662
PG201;229R;8059
PG202;229R;8520
PG203;229R;8840
PG62;229R;9342
PG63;229R;9485
PG64;229R;9787
PG65;229R;10090
PG66;229R;10377
PG67;229R;10779
PG68;229R;11006
PG69;229R;11443
PH124;229R;11833
PH125;229R;12211
PH126;229R;12530
PH127;229R;12709
PH128;229R;13022
PH129;229R;13324
PH130;229R;13689
PH131;229R;13957
PH132;229R;14259
PH133;229R;14631
PH134;229R;14904
PH135;229R;15440
PA63;229R;15886
PA64;229R;16209
PA65;229R;16547
PA66;229R;16947
PA67;229R;17325
PA68;229R;17673
PA69;229R;18114
PA70;229R;18382
PA71;229R;18623
PA198;229R;18827
PA212;229R;19331
PA27;229R;19807
PB1161;230I;256
PB1162;230I;502
PB1163;230I;715
PB1716;230I;899
PB1351;230I;1098
PB1352;230I;1318
PB1353;230I;1561
PB1110;230I;1850
PB1111;230I;2094
PB1112;230I;2328
PB1113;230I;2515
PB1114;230I;2762
PB1115;230I;2967
PB1116;230I;3252
PB1117;230I;3532
PB1118;230I;3750
PB1706;230I;3908
PB1725;230I;4212
PB259;230I;4630
PB198;230I;4844
PB199;230I;5117
PB200;230I;5557
PB201;230I;5754
PB202;230I;6063
PB203;230I;6454
PB264;230I;6709
PB265;230I;6933
PB205;230I;7176
PB206;230I;7430
PB207;230I;7729
PB268;230I;7916
PB269;230I;8281
PB209;230I;8528
PB1276;230I;8716
PA84;230I;9137
PA158;230I;9847
PA89;230I;10406
PA90;230I;10661
PA91;230I;11102
PA654;230I;11668
PA139;230I;12240
PA140;230I;12569
PA141;230I;12987
PA142;230I;13332
PA143;230I;13715
PA144;230I;14295
PA145;230I;14600
PH183;230I;15385
PH184;230I;15647
PH185;230I;15994
PH186;230I;16448
PH187;230I;16891
PH188;230I;17258
PH189;230I;17533
PH190;230I;18060
PH191;230I;18576
PH192;230I;18783
PH193;230I;19131
PH194;230I;19569
PG111;230I;19951
PG112;230I;20520
PG113;230I;20806
PG114;230I;21347
PG115;230I;21839
PG1616;230I;22583
PG96;230I;22969
PG117;230I;23408
PG1618;230I;23802
PG1619;230I;24154
PG1257;230I;24527
PG118;230I;25016
PG119;230I;25453
PG121;230I;25897
PG122;230I;26268
PG123;230I;26929
PG175;230I;27562
PG176;230I;27870
PG177;230I;28410
PG178;230I;28578
PG179;230I;28854
PG180;230I;29427
PG181;230I;30224
PG182;230I;30524
PG183;230I;30850
PG184;230I;31195
PG185;230I;31414
PG1701;230I;31636
PG187;230I;31897
PG188;230I;32140
PG1655;230R;33
PF114;230R;300
PF587;230R;433
PF116;230R;713
PF117;230R;940
PF118;230R;1202
PF120;230R;1540
PF121;230R;2126
PG190;230R;2916
PG191;230R;3198
PG192;230R;3508
PG193;230R;3937
PG194;230R;4206
PG195;230R;4641
PG133;230R;5274
PG134;230R;5934
PG135;230R;6306
PG137;230R;6750
PG1666;230R;7192
PG1662;230R;7743
PE1312;230R;8043
PE1313;230R;8396
PE1311;230R;8798
PE64;230R;9235
PE65;230R;9592
PE115;230R;10370
PE116;230R;10759
PE117;230R;11293
PE118;230R;11754
PE119;230R;12162
PH195;230R;12636
PH196;230R;13064
PH197;230R;13415
PH198;230R;13580
PH199;230R;14140
PH200;230R;14666
PH201;230R;14946
PH202;230R;15313
PH203;230R;15758
PH204;230R;16205
PH205;230R;16554
PH206;230R;16795
PA146;230R;17242
PA147;230R;17499
PA148;230R;17824
PA149;230R;18247
PA150;230R;18737
PA151;230R;19061
PA152;230R;19621
PA153;230R;19929
PA154;230R;20284
PA156;230R;20931
PA114;230R;21198
PA159;230R;21475
PA160;230R;21735
PA161;230R;21930
PB211;230R;22470
PB212;230R;22667
PB213;230R;23022
PB214;230R;23383
PB271;230R;23630
PB215;230R;23913
PB216;230R;24254
PB217;230R;24504
PB272;230R;24753
PB273;230R;25003
PB219;230R;25212
PB220;230R;25505
PB221;230R;25839
PB277;230R;26384
PB278;230R;26582
PB224;230R;26806
PB280;230R;27152
PB1724;230R;27620
PB1591;230R;27781
PB1132;230R;27977
PB1133;230R;28194
PB1134;230R;28453
PB1135;230R;28725
PB1136;230R;28936
PB1717;230R;29286
PB932;230R;29648
PB933;230R;29829
PB934;230R;30049
PB935;230R;30333
PB936;230R;30543
PB1718;230R;30790
PB1714;230R;31172
PB1715;230R;31469
PA652;261eI;285
PH136;261eI;5484
PG1594;261eI;13258
PG1731;261eI;14229
PG72;261eI;14874
PG73;261eI;15724
PG74;261eI;16480
PB1546;261eI;16802
PG76;261eI;17237
PG77;261eI;18693
PG78;261eI;19150
PG30;261eI;19622
PG31;261eI;20011
PG32;261eI;20418
PG690;261eI;20663
PG1204;261eI;21119
PG1580;261eI;21331
PG1581;261eR;93
-;261eR;129
PG1765;261eR;6296
PG1762;261eR;6599
PG88;261eR;7047
PG1593;261eR;8393
PH137;261eR;16233
PA80;261eR;20713
PA81;261eR;21269
PB375;301I;116
PB376;301I;734
PB377;301I;1058
PB378;301I;1445
PB379;301I;1741
PB380;301I;2018
PB381;301I;2184
PB382;301I;2426
PB383;301I;2661
PB384;301I;2840
PB385;301I;3254
PB269;301I;3620
PB209;301I;3867
PB210;301I;4238
PA48;301I;4498
PA49;301I;5377
PA50;301I;5522
PA51;301I;5847
PA52;301I;6226
PA215;301I;6925
PA29;301I;7242
PA196;301I;7473
PA197;301I;7748
PA55;301I;7989
PA627;301I;8145
PA56;301I;8391
PA57;301I;8594
PA58;301I;9060
PA694;301I;9303
PA60;301I;9728
PA61;301I;10114
PA62;301I;10473
PH110;301I;10912
PH111;301I;11391
PH112;301I;11614
PH113;301I;12067
PH114;301I;12331
PH115;301I;12685
PH117;301I;13160
PH118;301I;13427
PH260;301I;13611
PH120;301I;13955
PH121;301I;14222
PH122;301I;14628
PH123;301I;14901
PG1;301I;15369
PG2;301I;15587
PG3;301I;15998
PG4;301I;16257
PG5;301I;16546
PG6;301I;16830
PG7;301I;17146
PG342;301I;17466
PG204;301I;17791
PG343;301I;18247
PG344;301I;18877
PG345;301I;19170
PG346;301I;19480
PG347;301I;19812
PG348;301I;20100
PG349;301I;20448
PG350;301I;20818
PG351;301I;21067
PG352;301I;21326
PG353;301I;21713
PG354;301I;21983
PG355;301I;22243
PG356;301I;22613
PG357;301I;22837
PG358;301I;23233
PG359;301I;23381
PG360;301I;23560
PG361;301I;23876
PG362;301I;24241
PG363;301I;24472
PG364;301I;24927
PG365;301I;25141
PG366;301I;25520
PG367;301R;35
PG1642;301R;279
PG368;301R;570
PG369;301R;978
PG370;301R;1256
PG371;301R;1573
PG372;301R;1708
PG373;301R;1994
PG374;301R;2343
PG375;301R;2561
PG376;301R;2826
PG377;301R;3153
PG378;301R;3446
PG379;301R;3803
PG380;301R;4018
PG381;301R;4301
PG382;301R;4682
PG383;301R;4997
PG384;301R;5291
PG385;301R;5529
PG386;301R;5925
PG387;301R;6301
PG326;301R;6727
PG59;301R;7094
PG1573;301R;7543
PG61;301R;7685
PG388;301R;7812
PG62;301R;8197
PG63;301R;8340
PG64;301R;8642
PG65;301R;8945
PG66;301R;9232
PG67;301R;9634
PG68;301R;9860
PG69;301R;10298
PH124;301R;10688
PH125;301R;11065
PH126;301R;11385
PH127;301R;11564
PH128;301R;11877
PH129;301R;12179
PH130;301R;12543
PH131;301R;12812
PH132;301R;13114
PH133;301R;13486
PH134;301R;13759
PH135;301R;14295
PA63;301R;14741
PA64;301R;15064
PA65;301R;15402
PA66;301R;15802
PA67;301R;16180
PA68;301R;16528
PA69;301R;16969
PA70;301R;17237
PA71;301R;17478
PA198;301R;17682
PA212;301R;18186
PA213;301R;18378
PA665;301R;18610
PA218;301R;18870
PA219;301R;19104
PA220;301R;19494
PA299;301R;19900
PA77;301R;20399
PB211;301R;20690
PB212;301R;20888
PB213;301R;21243
PB386;301R;21475
PB387;301R;22132
PB388;301R;22327
PB389;301R;22631
PB390;301R;22857
PB391;301R;23066
PB392;301R;23299
PB393;301R;23549
PB394;301R;23847
PB395;301R;24231
PB396;301R;24584
PB397;301R;25116
PB398;301R;25311
PG1583;301c2I;30
PG10;301c2I;1054
PG12;301c2I;1671
PG13;301c2I;2084
PG14;301c2I;2368
PG1235;301c2I;2902
PG1236;301c2I;3206
PG1237;301c2I;3536
PG349;301c2I;3883
PG350;301c2I;4253
PG351;301c2I;4503
PG352;301c2I;4762
PG353;301c2I;5149
PG354;301c2I;5418
PG355;301c2I;5679
PG996;301c2I;6401
PG997;301c2I;6671
PG998;301c2I;6999
PG999;301c2I;7345
PG1000;301c2R;121
PG1001;301c2R;313
PG1002;301c2R;675
PG1439;301c2R;946
PG1282;301c2R;1256
PG375;301c2R;1355
PG376;301c2R;1620
PG377;301c2R;1947
PG378;301c2R;2240
PG379;301c2R;2598
PG380;301c2R;2812
PG381;301c2R;3095
PG382;301c2R;3476
PG383;301c2R;3791
PG1272;301c2R;3992
PG1273;301c2R;4231
PG1274;301c2R;4640
PG54;301c2R;4896
PG55;301c2R;5156
PG56;301c2R;5478
PG57;301c2R;5758
PG58;301c2R;6201
PG1573;301c2R;7028
PG1583;301cI;30
PG343;301cI;702
PG344;301cI;1332
PG345;301cI;1625
PG346;301cI;1935
PG347;301cI;2267
PG348;301cI;2555
PG349;301cI;2902
PG350;301cI;3273
PG351;301cI;3522
PG352;301cI;3781
PG353;301cI;4168
PG354;301cI;4438
PG355;301cI;4698
PG356;301cI;5068
PG357;301cI;5292
PG358;301cI;5687
PG359;301cI;5835
PG360;301cI;6015
PG361;301cI;6331
PG362;301cI;6695
PG363;301cI;6927
PG364;301cI;7382
PG365;301cI;7596
PG366;301cI;7975
PG1583;301cIPM;-1
PG346;301cIPM;-1
PG347;301cIPM;-1
PG348;301cIPM;-1
PG349;301cIPM;-1
PG350;301cIPM;-1
PG351;301cIPM;-1
PG352;301cIPM;-1
PG353;301cIPM;-1
PG354;301cIPM;-1
PG355;301cIPM;-1
PG356;301cIPM;-1
PG357;301cIPM;-1
PG358;301cIPM;-1
PG359;301cIPM;-1
PG360;301cIPM;-1
PG361;301cIPM;-1
PG362;301cIPM;-1
PG363;301cIPM;-1
PG364;301cIPM;-1
PG365;301cIPM;-1
PG366;301cIPM;-1
PG367;301cR;35
PG1642;301cR;279
PG368;301cR;570
PG369;301cR;978
PG370;301cR;1256
PG371;301cR;1573
PG372;301cR;1708
PG373;301cR;1994
PG374;301cR;2343
PG375;301cR;2561
PG376;301cR;2826
PG377;301cR;3153
PG378;301cR;3446
PG379;301cR;3803
PG380;301cR;4018
PG381;301cR;4301
PG382;301cR;4682
PG383;301cR;4997
PG384;301cR;5291
PG385;301cR;5529
PG386;301cR;5925
PG387;301cR;6301
PG326;301cR;6727
PG1583;301cR;7695
PG367;301cRPM;-1
PG1642;301cRPM;-1
PG368;301cRPM;-1
PG369;301cRPM;-1
PG370;301cRPM;-1
PG371;301cRPM;-1
PG372;301cRPM;-1
PG373;301cRPM;-1
PG374;301cRPM;-1
PG375;301cRPM;-1
PG376;301cRPM;-1
PG377;301cRPM;-1
PG378;301cRPM;-1
PG379;301cRPM;-1
PG380;301cRPM;-1
PG381;301cRPM;-1
PG382;301cRPM;-1
PG383;301cRPM;-1
PG384;301cRPM;-1
PG385;301cRPM;-1
PG386;301cRPM;-1
PG57;301cRPM;-1
PG58;301cRPM;-1
PG1583;301cRPM;-1
PA28;301eI;284
PA215;301eI;517
PA29;301eI;835
PA197;301eI;1341
PA57;301eI;2187
PA60;301eI;3321
PA62;301eI;4065
PH110;301eI;4505
PH112;301eI;5207
PH115;301eI;6277
PH260;301eI;7204
PH123;301eI;8494
PG4;301eI;9850
PG342;301eI;11059
PG346;301eI;13073
PG348;301eI;13693
PG350;301eI;14411
PG352;301eI;14919
PG354;301eI;15576
PG356;301eI;16206
PG357;301eI;16430
PG358;301eI;16825
PG361;301eI;17469
PG363;301eI;18065
PG365;301eI;18734
PG366;301eI;19113
PA28;301eIPM;-1
PA215;301eIPM;-1
PA29;301eIPM;-1
PA197;301eIPM;-1
PA57;301eIPM;-1
PA60;301eIPM;-1
PA62;301eIPM;-1
PH110;301eIPM;-1
PH112;301eIPM;-1
PH115;301eIPM;-1
PH260;301eIPM;-1
PH123;301eIPM;-1
PG4;301eIPM;-1
PG342;301eIPM;-1
PG346;301eIPM;-1
PG348;301eIPM;-1
PG350;301eIPM;-1
PG352;301eIPM;-1
PG354;301eIPM;-1
PG356;301eIPM;-1
PG357;301eIPM;-1
PG358;301eIPM;-1
PG361;301eIPM;-1
PG363;301eIPM;-1
PG365;301eIPM;-1
PG366;301eIPM;-1
PG367;301eR;35
PG368;301eR;570
PG370;301eR;1256
PG372;301eR;1708
PG374;301eR;2343
PG375;301eR;2561
PG379;301eR;3803
PG381;301eR;4301
PG383;301eR;4997
PG385;301eR;5529
PG61;301eR;7685
PG65;301eR;8945
PG69;301eR;10298
PH127;301eR;11564
PH130;301eR;12543
PH134;301eR;13759
PA68;301eR;16528
PA71;301eR;17478
PA212;301eR;18186
PA27;301eR;18662
PG367;301eRPM;-1
PG368;301eRPM;-1
PG370;301eRPM;-1
PG372;301eRPM;-1
PG374;301eRPM;-1
PG375;301eRPM;-1
PG379;301eRPM;-1
PG381;301eRPM;-1
PG383;301eRPM;-1
PG385;301eRPM;-1
PG61;301eRPM;-1
PG65;301eRPM;-1
PG69;301eRPM;-1
PH127;301eRPM;-1
PH130;301eRPM;-1
PH134;301eRPM;-1
PA68;301eRPM;-1
PA71;301eRPM;-1
PA212;301eRPM;-1
PA27;301eRPM;-1
PA229;302I;289
PA78;302I;560
PA230;302I;773
PA231;302I;1143
PA232;302I;1460
PA233;302I;1648
PA35;302I;2146
PA36;302I;2328
PA37;302I;2472
PA234;302I;3055
PA38;302I;4035
PA39;302I;4415
PH261;302I;5242
PH262;302I;5605
PH263;302I;5890
PH264;302I;6066
PH136;302I;6466
PH265;302I;6685
PH266;302I;6979
PH267;302I;7293
PH268;302I;7634
PH269;302I;7876
PH270;302I;8166
PH271;302I;8516
PH272;302I;8869
PH1499;302I;9153
PH1492;302I;9392
PH1500;302I;9584
PH1493;302I;9797
PH1494;302I;10120
PH1495;302I;10450
PH1496;302I;10743
PH1497;302I;11113
PG389;302I;11859
PG390;302I;12229
PG391;302I;12658
PG264;302I;13289
PG212;302I;13530
PG213;302I;13873
PG214;302I;14294
PG392;302I;14558
PG393;302I;14971
PG394;302I;15333
PG1304;302I;15599
PG399;302I;16048
PG327;302I;16422
PG400;302I;16617
PG328;302I;16808
PG1120;302I;17017
PG329;302I;17207
PG330;302I;17532
PG331;302I;17769
PG1690;302I;18007
PG333;302I;18296
PG1739;302I;18638
PG1264;302I;18957
PG1265;302I;19162
PG1266;302I;19384
PG302;302I;19724
PG303;302I;19939
PG304;302I;20161
PG305;302I;20417
PG306;302I;20682
PG163;302I;20958
PG579;302I;21142
PG580;302I;21336
PG1172;302I;21770
PG1670;302I;22016
PG156;302I;22289
PG889;302I;22527
PG864;302R;70
PG1691;302R;249
PG1348;302R;562
PG1185;302R;804
PG1186;302R;935
PG1187;302R;1127
PG626;302R;1429
PG627;302R;1613
PG149;302R;1879
PG307;302R;2172
PG308;302R;2468
PG309;302R;2639
PG310;302R;2853
PG311;302R;3170
PG1241;302R;3431
PG1242;302R;3626
PG1743;302R;4036
PG1740;302R;4290
PG1741;302R;4636
PG1742;302R;4787
PG335;302R;5106
PG336;302R;5360
PG1465;302R;5665
PG337;302R;5873
PG1097;302R;6067
PG340;302R;6257
PG341;302R;6458
PG397;302R;6630
PG398;302R;6819
PG1794;302R;7270
PG1793;302R;7455
PG1341;302R;7639
PG402;302R;7830
PG403;302R;8202
PG404;302R;8413
PG405;302R;8930
PG200;302R;9249
PG201;302R;9646
PG202;302R;10107
PG203;302R;10427
PG406;302R;10646
PG407;302R;11141
PG408;302R;11669
PG409;302R;11971
PG268;302R;12481
PG269;302R;12845
PG270;302R;13074
PG271;302R;13469
PG272;302R;13923
PG273;302R;14142
PG410;302R;14628
PH273;302R;15091
PH274;302R;15427
PH275;302R;15961
PH276;302R;16252
PH277;302R;16512
PH278;302R;16728
PH137;302R;17079
PH279;302R;17298
PH280;302R;17692
PH281;302R;17981
PH282;302R;18391
PA17;302R;19217
PA18;302R;19441
PA235;302R;19819
PA236;302R;20075
PA237;302R;20294
PA238;302R;20519
PA239;302R;20973
PA240;302R;21204
PA80;302R;21568
PA241;302R;21779
PA81;302R;22124
PA82;302R;22684
PA244;302R;23097
PA231;302eI;151
PA232;302eI;468
PH1494;302eI;9137
PH1497;302eI;10130
PG390;302eI;11247
PG264;302eI;12306
PG212;302eI;12548
PG214;302eI;13311
PG392;302eI;13576
PG393;302eI;13988
PG1304;302eI;14616
PG399;302eI;15065
PG327;302eI;15439
PG400;302eI;15635
PG328;302eI;15825
PG1120;302eI;16035
PG329;302eI;16225
-;302eI;16423
-;302eR;0
PG1465;302eR;159
PG337;302eR;367
PG1097;302eR;562
PG340;302eR;752
PG341;302eR;953
PG397;302eR;1124
PG398;302eR;1313
PG1794;302eR;1765
PG1793;302eR;1950
PG1341;302eR;2134
PG402;302eR;2325
PG403;302eR;2697
PG200;302eR;3743
PG203;302eR;4922
PG409;302eR;6467
PA81;302eR;16610
PB399;303I;71
PB400;303I;347
PB401;303I;577
PB402;303I;885
PB403;303I;1132
PB404;303I;1691
PB405;303I;1869
PB406;303I;2284
PB408;303I;2609
PB409;303I;2889
PB410;303I;3074
PB411;303I;3542
PB412;303I;3827
PB413;303I;4070
PB414;303I;4363
PB415;303I;4980
PB416;303I;5589
PB417;303I;6022
PB418;303I;6372
PB419;303I;7370
PB420;303I;8008
PB1691;303I;8677
PB421;303I;9186
PB422;303I;9639
PB423;303I;10189
PB424;303I;10494
PB425;303I;10954
PB426;303I;11150
PB427;303I;11385
PB428;303I;11838
PB429;303I;12346
PA667;303I;14429
PA252;303I;14771
PA83;303I;15070
PA253;303I;15327
PA254;303I;15595
PA255;303I;15842
PA256;303I;16122
PA257;303I;16545
PA373;303I;16898
PA373;303R;46
PA692;303R;562
PA43;303R;1140
PA44;303R;1400
PA261;303R;1926
PA262;303R;2189
PA263;303R;2513
PA699;303R;2719
PA303;303R;2920
PA245;303R;3101
PA265;303R;3249
PB430;303R;4359
PB1525;303R;4672
PB431;303R;5022
PB432;303R;5588
PB433;303R;6055
PB434;303R;6310
PB435;303R;6508
PB436;303R;7101
PB437;303R;7445
PB1559;303R;7776
PB439;303R;8450
PB440;303R;8771
PB441;303R;9015
PB442;303R;9433
PB443;303R;10204
PB444;303R;10725
PB445;303R;11250
PB446;303R;11532
PB448;303R;13510
PB449;303R;13741
PB450;303R;13967
PB451;303R;14146
PB452;303R;14457
PB453;303R;14908
PB454;303R;15220
PB455;303R;15458
PB456;303R;15651
PB457;303R;16091
PB458;303R;16398
PB459;303R;16710
PB641;303R;16990
PB1059;303R;17482
-;303R;938
PB1648;303R;18110
PB463;303R;18292
PB464;303R;18633
PB465;303R;18809
PB399;303eI;71
PB400;303eI;347
PB402;303eI;885
PB404;303eI;1691
PB406;303eI;2284
PB410;303eI;3074
PB411;303eI;3542
PB412;303eI;3827
PB467;303eI;4413
PB468;303eI;5177
PA667;303eI;15116
PA78;303eI;15293
PA242;303eR;175
PA244;303eR;363
PB469;303eR;11106
PB1531;303eR;11386
PB571;303eR;11733
PB453;303eR;13028
PB477;303eR;13835
PB458;303eR;14518
PB641;303eR;15110
PB1059;303eR;15601
-;303eR;0
PB1648;303eR;16230
PB463;303eR;16412
PB464;303eR;16753
PB465;303eR;16929
PB1667;307I;105
PB1668;307I;401
PB541;307I;614
PB534;307I;793
PB535;307I;1055
PB536;307I;1355
PB537;307I;1680
PB538;307I;1960
PB539;307I;2184
